time,Actual,Simulation,Error,0.978335647,MAE,MSE,,MAE %,MSE ,MR %,Coef,R-square
22:46,399.02,401.9964,0.745927522,402,0.745927522,8.85895696,,,,,,
22:48,399.02,401.99732,0.746158087,402,0.746158087,8.864434382,,,,,,
22:50,399.02,401.99772,0.746258333,402,0.746258333,8.866816398,,,,,,
22:52,398.44,401.99561,0.892382793,402,0.892382793,12.64236247,,,,,,
22:54,398.15,402.00383,0.967934196,402,0.967934196,14.85200567,,,,,,
22:56,397.86,402.00363,1.041479415,402,1.041479415,17.16966958,,,,,,
22:58,398.15,401.99773,0.96640211,402,0.96640211,14.80502615,,,,,,
23:00,398.15,402.00179,0.967421826,402,0.967421826,14.8362862,,,,,,
23:02,399.02,402.00403,0.747839707,402,0.747839707,8.904435041,,,,,,
23:04,399.59,401.9955,0.601992042,402,0.601992042,5.78643025,,,,,,
23:06,399.31,401.99421,0.672212066,402,0.672212066,7.204983324,,,,,,
23:08,399.59,402.00224,0.603678771,402,0.603678771,5.818901818,,,,,,
23:10,399.59,401.99427,0.601684226,402,0.601684226,5.780514233,,,,,,
23:12,399.59,401.99525,0.601929478,402,0.601929478,5.785227563,,,,,,
23:14,399.88,401.999,0.529908973,402,0.529908973,4.490161,,,,,,
23:16,399.31,401.99612,0.672690391,402,0.672690391,7.215240654,,,,,,
23:18,398.44,401.99535,0.892317538,402,0.892317538,12.64051362,,,,,,
23:20,399.31,401.99437,0.672252135,402,0.672252135,7.205842297,,,,,,
23:22,399.59,401.99246,0.601231262,402,0.601231262,5.771814052,,,,,,
23:24,399.02,401.99758,0.746223247,402,0.746223247,8.865982656,,,,,,
23:26,399.02,401.99491,0.745554108,402,0.745554108,8.850089508,,,,,,
23:28,398.44,401.99685,0.892694007,402,0.892694007,12.65118192,,,,,,
23:30,399.02,402.00433,0.747914891,402,0.747914891,8.906225549,,,,,,
23:32,399.02,401.99425,0.745388702,402,0.745388702,8.846163063,,,,,,
23:34,399.59,401.99829,0.602690258,402,0.602690258,5.799860724,,,,,,
23:36,399.59,402.0018,0.603568658,402,0.603568658,5.81677924,,,,,,
23:38,400.75,401.99873,0.311598253,402,0.311598253,1.559326613,,,,,,
23:40,401.04,401.99098,0.237128466,402,0.237128466,0.90436296,,,,,,
23:42,398.44,401.99288,0.891697621,402,0.891697621,12.62295629,,,,,,
23:44,396.99,401.99531,1.260815134,402,1.260815134,25.0531282,,,,,,
23:46,396.41,402.00192,1.410640498,402,1.410640498,31.26956929,,,,,,
23:48,396.41,402.01503,1.41394768,402,1.41394768,31.4163613,,,,,,
23:50,396.12,402.00017,1.484441583,402,1.484441583,34.57639923,,,,,,
23:52,396.12,401.99756,1.483782692,402,1.483782692,34.54571155,,,,,,
23:54,396.12,401.99574,1.483323235,402,1.483323235,34.52432055,,,,,,
23:56,396.12,401.99528,1.483207109,402,1.483207109,34.51891508,,,,,,
23:58,396.12,401.99548,1.483257599,402,1.483257599,34.52126523,,,,,,
