time,Actual,Simulation,MAE,MSE,-0.046438257,0.162064326,,MAE %,MSE %,MRD,Coe,R-square
9:18,13.35365,13.11569,1.781984701,0.056624962,0.23796,0.23796,,,,,,
9:20,13.2554,13.04648,1.576112377,0.043647566,0.20892,0.20892,,,,,,
9:22,13.38064,13.13295,1.851107271,0.061350336,0.24769,0.24769,,,,,,
9:24,13.38723,13.167185,1.643693281,0.048419802,0.220045,0.220045,,,,,,
9:26,13.41362,13.173135,1.792841902,0.057833035,0.240485,0.240485,,,,,,
9:28,13.14034,12.96428,1.339843566,0.030997124,0.17606,0.17606,,,,,,
9:30,13.20947,12.978125,1.75135717,0.053520509,0.231345,0.231345,,,,,,
9:32,13.22012,13.02654,1.464283229,0.037473216,0.19358,0.19358,,,,,,
9:34,13.21416,13.002755,1.599836842,0.044692074,0.211405,0.211405,,,,,,
9:36,13.09087,12.89885,1.466823825,0.03687168,0.19202,0.19202,,,,,,
9:38,13.07204,12.872265,1.528261847,0.039910051,0.199775,0.199775,,,,,,
9:40,13.07574,12.84716,1.74812286,0.052248816,0.22858,0.22858,,,,,,
9:42,13.19145,12.930515,1.978061547,0.068087074,0.260935,0.260935,,,,,,
9:44,13.33407,13.05048,2.126807494,0.080423288,0.28359,0.28359,,,,,,
9:46,13.32172,13.083485,1.788320127,0.056755915,0.238235,0.238235,,,,,,
9:48,13.19105,12.971625,1.663438468,0.048147331,0.219425,0.219425,,,,,,
9:50,13.29251,13.024295,2.01779047,0.071939286,0.268215,0.268215,,,,,,
9:52,13.25493,12.995455,1.957573522,0.067327276,0.259475,0.259475,,,,,,
9:54,13.26812,12.993985,2.066117883,0.075149998,0.274135,0.274135,,,,,,
9:56,13.28965,13.006045,2.134029113,0.080431796,0.283605,0.283605,,,,,,
9:58,13.25816,12.946385,2.351570655,0.097203651,0.311775,0.311775,,,,,,
10:00,13.15025,12.900945,1.895819471,0.062152983,0.249305,0.249305,,,,,,
10:02,12.93809,12.743895,1.500955705,0.037711698,0.194195,0.194195,,,,,,
10:04,12.91876,12.715685,1.571938793,0.041239456,0.203075,0.203075,,,,,,
10:06,12.93159,12.72106,1.628028727,0.044322881,0.21053,0.21053,,,,,,
