time,Actual,Stope,Station,General station,,105 flow,,98,102,105,109,113
17:18,9.59895,9.59895,9.54658,9.59895,1,5.4375,20.49817708,4.485243056,2.655381944,5.4375,3.503385417,4.416666667
17:20,9.6108,9.6108,9.584,9.6108,1,5.4375,20.51814236,4.485243056,2.655381944,5.4375,3.503385417,4.436631944
17:22,9.67807,9.67807,9.60979,9.67807,1,5.4375,20.51901042,4.485243056,2.655381944,5.4375,3.503385417,4.4375
17:24,9.71761,9.71761,9.7144,9.71761,1,5.4375,20.51119792,4.485243056,2.655381944,5.4375,3.503385417,4.4296875
17:26,9.71848,9.71848,9.65415,9.71848,1,5.415798611,20.45729167,4.473958333,2.650868056,5.415798611,3.5078125,4.408854167
17:28,9.70172,9.70172,9.69953,9.70172,1,5.415798611,20.50416667,4.473958333,2.650868056,5.415798611,3.5078125,4.455729167
17:30,9.69314,9.69314,9.6229,9.69314,1,5.415798611,20.50069444,4.473958333,2.650868056,5.415798611,3.5078125,4.452256944
17:32,9.68607,9.68607,9.67248,9.68607,1,5.415798611,20.50763889,4.473958333,2.650868056,5.415798611,3.5078125,4.459201389
17:34,9.70566,9.70566,9.66117,9.70566,1,5.439814815,20.51788194,4.429398148,2.657638889,5.439814815,3.523148148,4.467881944
17:36,9.70369,9.70369,9.68222,9.70369,1,5.439814815,20.52829861,4.429398148,2.657638889,5.439814815,3.523148148,4.478298611
17:38,9.57455,9.57455,9.56521,9.57455,1,5.439814815,20.50486111,4.429398148,2.657638889,5.439814815,3.523148148,4.454861111
17:40,9.50212,9.50212,9.43999,9.50212,1,5.508680556,20.47638889,4.223090278,2.654340278,5.508680556,3.529513889,4.560763889
17:42,9.48001,9.48001,9.46699,9.48001,1,5.508680556,20.45902778,4.223090278,2.654340278,5.508680556,3.529513889,4.543402778
17:44,9.49896,9.49896,9.45435,9.49896,1,5.508680556,20.45844907,4.223090278,2.654340278,5.508680556,3.529513889,4.542824074
17:46,9.52491,9.52491,9.49413,9.52491,1,5.508680556,20.39652778,4.223090278,2.654340278,5.508680556,3.529513889,4.480902778
17:48,9.49266,9.49266,9.46871,9.49266,1,5.495659722,20.38576389,4.223958333,2.651388889,5.495659722,3.515625,4.499131944
17:50,9.32792,9.32792,9.32448,9.32792,1,5.495659722,20.45173611,4.223958333,2.651388889,5.495659722,3.515625,4.565104167
