time,Actual,Simulation,MAE,MSE,-2.790610097,3.854870597,MAE %,MSE ,MR %,Coef,R-square
5:04,399.59,399.9954,0.10145399,0.16434916,-0.4054,0.4054,,,,,
5:06,399.31,399.999,0.172547645,0.474721,-0.689,0.689,,,,,
5:08,399.02,399.99976,0.245541577,0.959929658,-0.97976,0.97976,,,,,
5:10,400.46,400.00373,0.113936473,0.208182313,0.45627,0.45627,,,,,
5:12,400.46,399.99383,0.11640863,0.217314469,0.46617,0.46617,,,,,
5:14,400.75,399.99953,0.187266376,0.563205221,0.75047,0.75047,,,,,
5:16,400.46,399.99545,0.116004095,0.215806702,0.46455,0.46455,,,,,
5:18,401.91,400.00182,0.474777935,3.641150912,1.90818,1.90818,,,,,
5:20,400.75,399.98673,0.190460387,0.582581093,0.76327,0.76327,,,,,
5:22,401.04,400.00209,0.258804608,1.077257168,1.03791,1.03791,,,,,
5:24,402.2,400.00246,0.54637991,4.829182052,2.19754,2.19754,,,,,
5:26,402.2,399.99247,0.548863749,4.873188701,2.20753,2.20753,,,,,
5:28,401.91,399.9975,0.475852803,3.65765625,1.9125,1.9125,,,,,
5:30,401.04,399.99589,0.260350588,1.090165692,1.04411,1.04411,,,,,
5:32,399.88,399.99532,0.028838652,0.013298702,-0.11532,0.11532,,,,,
5:34,399.88,399.99576,0.028948685,0.013400378,-0.11576,0.11576,,,,,
5:36,399.31,399.99975,0.172735469,0.475755063,-0.68975,0.68975,,,,,
5:38,399.31,399.99936,0.1726378,0.47521721,-0.68936,0.68936,,,,,
5:40,399.59,399.99621,0.101656698,0.165006564,-0.40621,0.40621,,,,,
5:42,399.59,399.99657,0.10174679,0.165299165,-0.40657,0.40657,,,,,
5:44,398.44,399.99572,0.390452766,2.420264718,-1.55572,1.55572,,,,,
5:46,399.31,400.0005,0.172923293,0.47679025,-0.6905,0.6905,,,,,
5:48,399.59,399.99578,0.101549088,0.164657408,-0.40578,0.40578,,,,,
5:50,401.04,399.99753,0.259941652,1.086743701,1.04247,1.04247,,,,,
5:52,402.49,399.99859,0.61899923,6.207123788,2.49141,2.49141,,,,,
5:54,402.49,399.99249,0.620514795,6.2375562,2.49751,2.49751,,,,,
5:56,402.2,399.99532,0.548155147,4.860613902,2.20468,2.20468,,,,,
5:58,401.91,399.99539,0.476377796,3.665731452,1.91461,1.91461,,,,,
6:00,401.04,399.99714,0.260038899,1.08755698,1.04286,1.04286,,,,,
6:02,400.46,399.99859,0.115219997,0.212899188,0.46141,0.46141,,,,,
6:04,399.88,399.99651,0.029136241,0.01357458,-0.11651,0.11651,,,,,
6:06,400.75,400.00021,0.187096694,0.562185044,0.74979,0.74979,,,,,
6:08,401.33,399.99942,0.331542621,1.770443136,1.33058,1.33058,,,,,
6:10,401.91,399.99577,0.476283247,3.664276493,1.91423,1.91423,,,,,
6:12,401.33,400.00147,0.331031819,1.764991961,1.32853,1.32853,,,,,
6:14,400.75,399.99172,0.189215221,0.574988558,0.75828,0.75828,,,,,
6:16,399.88,399.99829,0.029581374,0.013992524,-0.11829,0.11829,,,,,
6:18,399.88,399.99916,0.02979894,0.014199106,-0.11916,0.11916,,,,,
6:20,399.88,400.00128,0.030329099,0.014708838,-0.12128,0.12128,,,,,
6:22,398.15,399.9948,0.463342961,3.40328704,-1.8448,1.8448,,,,,
6:24,398.44,400.00207,0.392046481,2.440062685,-1.56207,1.56207,,,,,
6:26,398.44,400.00001,0.391529465,2.4336312,-1.56001,1.56001,,,,,
6:28,399.02,400.0012,0.245902461,0.96275344,-0.9812,0.9812,,,,,
6:30,399.31,400.0014,0.173148681,0.47803396,-0.6914,0.6914,,,,,
6:32,399.31,399.99992,0.172778042,0.475989606,-0.68992,0.68992,,,,,
6:34,399.31,400.00225,0.173361549,0.479210063,-0.69225,0.69225,,,,,
6:36,399.31,400.00158,0.173193759,0.478282896,-0.69158,0.69158,,,,,
6:38,401.04,400.00264,0.258667465,1.07611577,1.03736,1.03736,,,,,
6:40,401.04,399.99352,0.260941552,1.09512039,1.04648,1.04648,,,,,
6:42,401.33,399.99591,0.332417213,1.779796128,1.33409,1.33409,,,,,
6:44,405.67,400.01797,1.393258067,31.94544312,5.65203,5.65203,,,,,
6:46,410.01,408.04763,0.478615156,3.850896017,1.96237,1.96237,,,,,
6:48,412.62,408.00616,1.118181378,21.28751955,4.61384,4.61384,,,,,
6:50,414.93,408.00144,1.669814186,48.00494367,6.92856,6.92856,,,,,
6:52,416.38,407.9981,2.013040972,70.25624761,8.3819,8.3819,,,,,
6:54,414.93,407.98796,1.673062926,48.19191936,6.94204,6.94204,,,,,
6:56,415.8,408.00496,1.874708995,60.7626486,7.79504,7.79504,,,,,
6:58,416.38,407.99575,2.01360536,70.29564806,8.38425,8.38425,,,,,
7:00,418.11,408.00045,2.417916338,102.2030012,10.10955,10.10955,,,,,
7:02,420.14,415.03599,1.214835531,26.05091808,5.10401,5.10401,,,,,
7:04,419.85,414.99426,1.156541622,23.57821095,4.85574,4.85574,,,,,
7:06,419.56,414.99877,1.087146058,20.80481911,4.56123,4.56123,,,,,
7:08,419.27,414.99627,1.019326448,18.26476811,4.27373,4.27373,,,,,
7:10,412.62,415.01066,0.579385391,5.715255236,-2.39066,2.39066,,,,,
7:12,412.04,413.06522,0.248815649,1.051076048,-1.02522,1.02522,,,,,
7:14,407.99,411.7766,0.928110983,14.33833956,-3.7866,3.7866,,,,,
7:16,408.56,404.18964,1.069698453,19.10004653,4.37036,4.37036,,,,,
7:18,408.28,409.75655,0.361651318,2.180199903,-1.47655,1.47655,,,,,
7:20,409.14,403.13699,1.467226377,36.03612906,6.00301,6.00301,,,,,
7:22,409.14,403.69295,1.33134135,29.6703537,5.44705,5.44705,,,,,
7:24,409.14,402.06738,1.728655228,50.02195366,7.07262,7.07262,,,,,
7:26,409.43,402.16128,1.775326674,52.83429044,7.26872,7.26872,,,,,
7:28,407.12,405.10523,0.494883572,4.059298153,2.01477,2.01477,,,,,
7:30,404.8,405.87612,0.265839921,1.158034254,-1.07612,1.07612,,,,,
7:32,405.67,402.27037,0.838028447,11.55748414,3.39963,3.39963,,,,,
7:34,405.09,404.1978,0.220247352,0.79602084,0.8922,0.8922,,,,,
7:36,403.65,403.02249,0.155458937,0.3937688,0.62751,0.62751,,,,,
7:38,402.78,403.19315,0.102574606,0.170692923,-0.41315,0.41315,,,,,
7:40,402.49,400.94405,0.384096499,2.389961403,1.54595,1.54595,,,,,
7:42,402.2,401.38734,0.202053705,0.660416276,0.81266,0.81266,,,,,
7:44,400.75,401.55512,0.200903306,0.648218214,-0.80512,0.80512,,,,,
7:46,399.88,402.32015,0.610220566,5.954332023,-2.44015,2.44015,,,,,
7:48,401.04,401.21193,0.042871035,0.029559925,-0.17193,0.17193,,,,,
7:50,400.46,400.70877,0.062121061,0.061886513,-0.24877,0.24877,,,,,
7:52,399.59,400.29778,0.177126555,0.500952528,-0.70778,0.70778,,,,,
7:54,400.75,398.65536,0.522679975,4.38751673,2.09464,2.09464,,,,,
7:56,400.75,399.9017,0.211678104,0.71961289,0.8483,0.8483,,,,,
7:58,400.46,398.04364,0.603396094,5.83879565,2.41636,2.41636,,,,,
8:00,399.59,398.31505,0.319064541,1.625497502,1.27495,1.27495,,,,,
8:02,399.31,398.46445,0.211752774,0.714954803,0.84555,0.84555,,,,,
8:04,397.86,398.36685,0.127394058,0.256896922,-0.50685,0.50685,,,,,
8:06,396.7,398.23563,0.387101084,2.358159497,-1.53563,1.53563,,,,,
8:08,395.54,398.73774,0.808449209,10.22554111,-3.19774,3.19774,,,,,
8:10,396.41,393.30661,0.782873792,9.631029492,3.10339,3.10339,,,,,
8:12,396.12,396.70403,0.147437645,0.341091041,-0.58403,0.58403,,,,,
8:14,393.81,397.25078,0.873715751,11.83896701,-3.44078,3.44078,,,,,
8:16,392.65,395.16854,0.641421113,6.343043732,-2.51854,2.51854,,,,,
8:18,391.2,394.84318,0.931283231,13.27276051,-3.64318,3.64318,,,,,
8:20,392.07,393.34328,0.324758334,1.621241958,-1.27328,1.27328,,,,,
8:22,391.78,394.29743,0.642562152,6.337453805,-2.51743,2.51743,,,,,
8:24,391.78,396.57623,1.224215121,23.00382221,-4.79623,4.79623,,,,,
8:26,391.2,393.30647,0.538463701,4.437215861,-2.10647,2.10647,,,,,
8:28,391.2,392.62069,0.363162065,2.018360076,-1.42069,1.42069,,,,,
8:30,390.91,395.0738,1.065155662,17.33723044,-4.1638,4.1638,,,,,
8:32,391.2,394.26117,0.782507669,9.370761769,-3.06117,3.06117,,,,,
8:34,391.78,394.70917,0.747656848,8.580036889,-2.92917,2.92917,,,,,
8:36,391.2,395.30424,1.049141104,16.84478598,-4.10424,4.10424,,,,,
8:38,391.78,392.14081,0.092095053,0.130183856,-0.36081,0.36081,,,,,
8:40,391.2,393.53044,0.595715746,5.430950594,-2.33044,2.33044,,,,,
8:42,391.2,392.84585,0.420718303,2.708822222,-1.64585,1.64585,,,,,
8:44,390.63,393.47181,0.727494048,8.075884076,-2.84181,2.84181,,,,,
8:46,389.18,393.17076,1.025427823,15.92616538,-3.99076,3.99076,,,,,
8:48,388.02,392.6324,1.188701613,21.27423376,-4.6124,4.6124,,,,,
8:50,387.73,393.59533,1.512735667,34.40209601,-5.86533,5.86533,,,,,
8:52,389.18,390.35883,0.302900971,1.389640169,-1.17883,1.17883,,,,,
8:54,388.89,394.46365,1.433220191,31.06557432,-5.57365,5.57365,,,,,
8:56,387.73,391.59287,0.996278338,14.92176464,-3.86287,3.86287,,,,,
8:58,388.02,390.55676,0.653770424,6.435151298,-2.53676,2.53676,,,,,
9:00,387.44,393.60113,1.590215259,37.95952288,-6.16113,6.16113,,,,,
9:02,387.73,392.15448,1.141123978,19.57602327,-4.42448,4.42448,,,,,
9:04,387.73,392.34301,1.189748021,21.27986126,-4.61301,4.61301,,,,,
9:06,388.31,391.73191,0.88123149,11.70946805,-3.42191,3.42191,,,,,
9:08,388.89,391.73989,0.732826763,8.121873012,-2.84989,2.84989,,,,,
9:10,388.31,393.3665,1.302181247,25.56819225,-5.0565,5.0565,,,,,
9:12,389.47,390.6952,0.314581354,1.50111504,-1.2252,1.2252,,,,,
9:14,389.47,392.76407,0.84578273,10.85089716,-3.29407,3.29407,,,,,
9:16,389.47,392.74848,0.841779855,10.74843111,-3.27848,3.27848,,,,,
9:18,389.47,392.19296,0.699144992,7.414511162,-2.72296,2.72296,,,,,
9:20,389.47,393.96006,1.152864149,20.1606388,-4.49006,4.49006,,,,,
9:22,390.34,392.53929,0.563429318,4.836876504,-2.19929,2.19929,,,,,
9:24,390.63,392.1527,0.38980621,2.31861529,-1.5227,1.5227,,,,,
9:26,390.91,393.464,0.653347318,6.522916,-2.554,2.554,,,,,
9:28,389.18,395.4929,1.622102883,39.85270641,-6.3129,6.3129,,,,,
9:30,389.18,394.83019,1.45181921,31.92464704,-5.65019,5.65019,,,,,
9:32,389.18,392.25792,0.790873118,9.473591526,-3.07792,3.07792,,,,,
9:34,388.31,394.02968,1.472967474,32.7147393,-5.71968,5.71968,,,,,
9:36,387.44,394.28636,1.767076192,46.87264525,-6.84636,6.84636,,,,,
9:38,386.57,393.66489,1.835344181,50.33746411,-7.09489,7.09489,,,,,
9:40,386.28,395.08404,2.279186083,77.51112032,-8.80404,8.80404,,,,,
9:42,386.28,392.33505,1.567528736,36.6636305,-6.05505,6.05505,,,,,
9:44,386.86,391.39305,1.17175464,20.5485423,-4.53305,4.53305,,,,,
9:46,387.73,390.8112,0.794676708,9.49379344,-3.0812,3.0812,,,,,
9:48,386.57,393.29223,1.738942494,45.18837617,-6.72223,6.72223,,,,,
9:50,386.57,391.06228,1.162087073,20.1805796,-4.49228,4.49228,,,,,
9:52,386,392.2941,1.630595855,39.61569481,-6.2941,6.2941,,,,,
9:54,385.42,391.01572,1.45184993,31.31208232,-5.59572,5.59572,,,,,
9:56,385.13,390.97028,1.516443798,34.10887048,-5.84028,5.84028,,,,,
9:58,384.55,393.15355,2.237303342,74.0210726,-8.60355,8.60355,,,,,
10:00,384.84,391.37003,1.696816859,42.6412918,-6.53003,6.53003,,,,,
10:02,382.52,392.92934,2.721253791,108.3543592,-10.40934,10.40934,,,,,
10:04,381.94,391.17865,2.418874692,85.35265382,-9.23865,9.23865,,,,,
10:06,381.08,390.75386,2.53853784,93.5835673,-9.67386,9.67386,,,,,
10:08,383.39,388.992,1.461175305,31.382404,-5.602,5.602,,,,,
10:10,383.39,390.32994,1.810151543,48.1627672,-6.93994,6.93994,,,,,
10:12,383.1,390.69728,1.983106239,57.7186634,-7.59728,7.59728,,,,,
10:14,383.39,390.97726,1.978992671,57.56651431,-7.58726,7.58726,,,,,
10:16,383.68,392.59346,2.3231495,79.44976917,-8.91346,8.91346,,,,,
10:18,383.39,392.78675,2.450963771,88.29891056,-9.39675,9.39675,,,,,
10:20,385.13,389.40526,1.11008231,18.27784807,-4.27526,4.27526,,,,,
10:22,385.13,390.98423,1.520065952,34.27200889,-5.85423,5.85423,,,,,
10:24,384.55,392.71855,2.124184111,66.7252091,-8.16855,8.16855,,,,,
10:26,385.13,394.01206,2.306249838,78.89098984,-8.88206,8.88206,,,,,
10:28,386,392.30936,1.634549223,39.80802361,-6.30936,6.30936,,,,,
10:30,386.57,390.88824,1.117065473,18.6471967,-4.31824,4.31824,,,,,
10:32,386.28,393.06721,1.757070001,46.06621958,-6.78721,6.78721,,,,,
10:34,386.57,392.20093,1.45663916,31.70737266,-5.63093,5.63093,,,,,
10:36,386.28,392.55203,1.623700425,39.33836032,-6.27203,6.27203,,,,,
10:38,387.44,391.95373,1.165013938,20.37375851,-4.51373,4.51373,,,,,
10:40,387.73,393.24188,1.421576871,30.38082113,-5.51188,5.51188,,,,,
10:42,387.73,393.81428,1.569205375,37.01846312,-6.08428,6.08428,,,,,
10:44,387.44,393.14533,1.472571237,32.55079041,-5.70533,5.70533,,,,,
10:46,386.86,393.80617,1.795525513,48.24927767,-6.94617,6.94617,,,,,
10:48,387.73,394.15912,1.658143554,41.33358397,-6.42912,6.42912,,,,,
10:50,387.44,396.08505,2.231326141,74.7368895,-8.64505,8.64505,,,,,
10:52,387.44,393.2693,1.504568449,33.98073849,-5.8293,5.8293,,,,,
10:54,386.86,396.08344,2.384180324,85.07184543,-9.22344,9.22344,,,,,
10:56,387.73,394.49225,1.744061589,45.72802506,-6.76225,6.76225,,,,,
10:58,388.02,393.81848,1.494376579,33.62237031,-5.79848,5.79848,,,,,
11:00,388.02,394.67123,1.714146178,44.23886051,-6.65123,6.65123,,,,,
11:02,386.57,396.05329,2.453188297,89.93278922,-9.48329,9.48329,,,,,
11:04,386,395.19216,2.381388601,84.49580547,-9.19216,9.19216,,,,,
11:06,386,395.39954,2.43511399,88.35135221,-9.39954,9.39954,,,,,
11:08,388.31,391.58116,0.842409415,10.70048775,-3.27116,3.27116,,,,,
11:10,388.89,393.55868,1.200514284,21.79657294,-4.66868,4.66868,,,,,
11:12,388.89,394.175,1.358996117,27.931225,-5.285,5.285,,,,,
11:14,389.47,395.04965,1.43262639,31.13249412,-5.57965,5.57965,,,,,
11:16,390.34,394.44797,1.052408157,16.87541752,-4.10797,4.10797,,,,,
11:18,390.34,396.31421,1.530514423,35.69118512,-5.97421,5.97421,,,,,
11:20,389.47,395.14092,1.456060801,32.15933365,-5.67092,5.67092,,,,,
