time,Actual,Simulation,Improvement,3.657969827,
21:36,399.8465536,401.2818,NaN,396.99,NaN
21:38,400.0870551,401.77325,NaN,396.99,NaN
21:40,398.4671153,398.67394,NaN,398.44,NaN
21:42,399.1670519,399.98254,NaN,399.02,NaN
21:44,398.9821577,399.58223,NaN,399.31,NaN
21:46,398.8223003,399.31237,NaN,400.46,NaN
21:48,399.4993128,400.63126,NaN,401.04,NaN
21:50,399.2432053,400.15236,NaN,401.33,NaN
21:52,399.9272177,401.37752,NaN,401.33,NaN
21:54,398.5511559,398.79051,NaN,400.75,NaN
21:56,398.9851362,399.59807,NaN,399.31,NaN
21:58,399.5183806,400.62432,NaN,396.99,NaN
22:00,400.5387991,402.57752,NaN,396.41,NaN
22:02,397.5728779,396.89066,NaN,396.41,NaN
22:04,398.7800889,399.27468,NaN,396.41,NaN
22:06,399.5845487,400.79236,NaN,396.41,NaN
22:08,398.6721227,399.04654,NaN,396.99,NaN
22:10,399.4248006,400.48075,NaN,397.57,NaN
22:12,399.9011235,401.36966,NaN,398.44,NaN
22:14,399.0133883,399.6431,NaN,399.31,NaN
22:16,399.3471686,400.2875,NaN,400.75,NaN
22:18,398.4035675,398.54646,NaN,400.75,NaN
22:20,400.4720547,402.42017,NaN,399.88,NaN
22:22,398.0732055,397.92889,NaN,399.88,NaN
22:24,399.2496233,400.07821,NaN,399.88,NaN
22:26,398.9776983,399.63669,NaN,400.46,NaN
22:28,398.9004137,399.41625,NaN,399.59,NaN
22:30,399.380927,400.37292,NaN,399.59,NaN
22:32,399.1419555,399.87835,NaN,399.59,NaN
22:34,399.3176289,400.27707,NaN,399.31,NaN
22:36,398.2633334,398.3569,NaN,398.15,NaN
22:38,399.5170201,400.67347,NaN,395.54,NaN
22:40,398.8895284,399.49424,NaN,394.97,NaN
22:42,399.2364336,400.08234,NaN,394.1,NaN
22:44,399.3475722,400.31237,NaN,393.81,NaN
22:46,399.1509789,399.86005,NaN,392.36,NaN
22:48,399.1695103,399.95981,NaN,392.07,NaN
22:50,398.968131,399.59244,NaN,392.36,NaN
22:52,399.2004276,400.00938,NaN,393.23,NaN
22:54,398.2132134,398.17224,NaN,393.81,NaN
22:56,398.1923691,398.14613,NaN,394.1,NaN
22:58,399.3149788,400.22095,NaN,394.68,NaN
23:00,398.6886742,399.08145,NaN,394.97,NaN
23:02,398.5141765,398.78538,NaN,394.1,NaN
23:04,399.4408848,400.59036,NaN,392.36,NaN
23:06,399.4140558,400.56066,NaN,390.63,NaN
23:08,398.5706378,398.91217,NaN,388.89,NaN
23:10,399.4529957,400.63769,NaN,388.31,NaN
23:12,399.3160059,400.30483,NaN,388.31,NaN
23:14,398.8263247,399.44699,NaN,387.73,NaN
23:16,398.9698241,399.66485,NaN,387.44,NaN
23:18,399.077648,399.91506,NaN,387.44,NaN
23:20,399.7560755,401.19819,NaN,386.86,NaN
23:22,399.539629,400.77344,NaN,386.57,NaN
23:24,398.6793253,399.13652,NaN,385.42,NaN
23:26,399.3386579,400.37493,NaN,384.84,NaN
23:28,398.9301978,399.59961,NaN,383.97,NaN
23:30,398.2323636,398.30469,NaN,382.52,NaN
23:32,399.3174855,400.33743,NaN,382.23,NaN
23:34,399.1138623,399.99254,NaN,381.94,NaN
23:36,398.3500761,398.55537,NaN,381.66,NaN
23:38,399.0640692,399.90079,NaN,381.08,NaN
23:40,399.7391267,401.16811,NaN,381.08,NaN
23:42,399.0607731,399.8934,NaN,381.08,NaN
23:44,399.574324,400.7843,NaN,381.66,NaN
23:46,398.6170301,398.97029,NaN,381.66,NaN
23:48,398.9999058,399.7306,NaN,381.94,NaN
23:50,399.0587442,399.84644,NaN,382.52,NaN
23:52,399.1029546,399.97141,NaN,383.68,NaN
23:54,399.113238,399.99484,NaN,383.68,NaN
23:56,399.1148648,400.00008,NaN,383.97,NaN
23:58,399.1157769,400.00125,NaN,383.97,NaN
