time,Actual,Simulation,MAE,MSE,0.21989575,0.430133972,MAE %,MSE ,MR %,Coef,R-square
11:16,44.125,43.3865,1.673654391,0.54538225,0.7385,0.7385,,,,,
11:18,43.8375,43.05129,1.7934645,0.618126164,0.78621,0.78621,,,,,
11:20,44.1,43.14711,2.160748299,0.907999352,0.95289,0.95289,,,,,
11:22,43.6875,43.07783,1.395525036,0.371697509,0.60967,0.60967,,,,,
11:24,44.0375,43.28367,1.711791087,0.568259669,0.75383,0.75383,,,,,
11:26,43.75,42.98655,1.745028571,0.582855902,0.76345,0.76345,,,,,
11:28,43.2875,42.62197,1.537464626,0.442930181,0.66553,0.66553,,,,,
11:30,44.0375,43.32544,1.616940108,0.507029444,0.71206,0.71206,,,,,
11:32,43.4375,42.92569,1.178267626,0.261949476,0.51181,0.51181,,,,,
11:34,43.375,42.70037,1.555342939,0.455125637,0.67463,0.67463,,,,,
11:36,43.6,43.02497,1.318876147,0.330659501,0.57503,0.57503,,,,,
11:38,44.0375,43.33657,1.591666194,0.491302865,0.70093,0.70093,,,,,
11:40,43.8375,43.07156,1.747225549,0.586664084,0.76594,0.76594,,,,,
11:42,43.55,42.84265,1.624225029,0.500344022,0.70735,0.70735,,,,,
11:44,43.8125,43.16053,1.488091298,0.425064881,0.65197,0.65197,,,,,
11:46,43.375,42.77734,1.37789049,0.357197476,0.59766,0.59766,,,,,
11:48,43.8375,43.22087,1.406626747,0.380232557,0.61663,0.61663,,,,,
11:50,43.575,42.97799,1.370074584,0.35642094,0.59701,0.59701,,,,,
11:52,43.5125,43.00043,1.176834243,0.262215685,0.51207,0.51207,,,,,
11:54,43.4625,42.82266,1.47216566,0.409395226,0.63984,0.63984,,,,,
11:56,43.55,42.82281,1.66978186,0.528805296,0.72719,0.72719,,,,,
11:58,43.4375,42.94469,1.134526619,0.242861696,0.49281,0.49281,,,,,
12:00,43.4,42.77639,1.436889401,0.388889432,0.62361,0.62361,,,,,
12:02,43.95,43.32489,1.422320819,0.390762512,0.62511,0.62511,,,,,
12:04,43.6,42.9389,1.516284404,0.43705321,0.6611,0.6611,,,,,
12:06,43.4375,42.73919,1.607620144,0.487636856,0.69831,0.69831,,,,,
12:08,43.2875,42.72428,1.30111464,0.317216768,0.56322,0.56322,,,,,
12:10,43.4625,42.76227,1.611113028,0.490322053,0.70023,0.70023,,,,,
12:12,43.8625,43.15307,1.617395269,0.503290925,0.70943,0.70943,,,,,
12:14,43.4,42.71185,1.585599078,0.473550423,0.68815,0.68815,,,,,
12:16,43.2625,42.67182,1.365339497,0.348902862,0.59068,0.59068,,,,,
12:18,44.125,43.36329,1.726254958,0.580202124,0.76171,0.76171,,,,,
12:20,43.8625,42.94201,2.098580792,0.84730184,0.92049,0.92049,,,,,
12:22,43.4625,42.79371,1.538774806,0.447280064,0.66879,0.66879,,,,,
12:24,43.95,43.43217,1.178225256,0.268147909,0.51783,0.51783,,,,,
12:26,43.4,42.85363,1.258917051,0.298520177,0.54637,0.54637,,,,,
12:28,43.6875,42.9828,1.61304721,0.49660209,0.7047,0.7047,,,,,
12:30,43.6,43.01789,1.335114679,0.338852052,0.58211,0.58211,,,,,
12:32,43.4375,42.85378,1.343815827,0.340729038,0.58372,0.58372,,,,,
12:34,43.2875,42.63069,1.517320243,0.431399376,0.65681,0.65681,,,,,
12:36,42.8875,42.37753,1.18908773,0.260069401,0.50997,0.50997,,,,,
12:38,43.4625,42.81125,1.498418177,0.424126562,0.65125,0.65125,,,,,
12:40,43.4375,42.86098,1.327240288,0.33237531,0.57652,0.57652,,,,,
12:42,42.975,42.35016,1.453961606,0.390425026,0.62484,0.62484,,,,,
12:44,43.225,42.58824,1.473128976,0.405463298,0.63676,0.63676,,,,,
12:46,43.1375,42.58656,1.277171834,0.303534884,0.55094,0.55094,,,,,
12:48,43.3125,42.76404,1.266285714,0.300808372,0.54846,0.54846,,,,,
12:50,43.725,43.20204,1.196020583,0.273487162,0.52296,0.52296,,,,,
12:52,43.725,43.06426,1.511126358,0.436577348,0.66074,0.66074,,,,,
12:54,42.825,42.1978,1.46456509,0.39337984,0.6272,0.6272,,,,,
12:56,43.375,42.85175,1.206340058,0.273790562,0.52325,0.52325,,,,,
12:58,43.3125,42.73292,1.338135642,0.335912976,0.57958,0.57958,,,,,
13:00,43.0875,42.48271,1.403632144,0.365770944,0.60479,0.60479,,,,,
13:02,43.1375,42.55904,1.340967835,0.334615972,0.57846,0.57846,,,,,
13:04,43.1375,42.59421,1.259437844,0.295164024,0.54329,0.54329,,,,,
13:06,43.0875,42.62426,1.075114592,0.214591298,0.46324,0.46324,,,,,
13:08,43,42.45217,1.274023256,0.300117709,0.54783,0.54783,,,,,
13:10,42.8,42.29049,1.190443925,0.25960044,0.50951,0.50951,,,,,
13:12,43.55,43.00502,1.251389208,0.2970032,0.54498,0.54498,,,,,
13:14,43.8125,43.1823,1.438402282,0.39715204,0.6302,0.6302,,,,,
13:16,43.3125,42.74197,1.317240981,0.325504481,0.57053,0.57053,,,,,
13:18,43.025,42.50873,1.199930273,0.266534713,0.51627,0.51627,,,,,
13:20,42.1625,41.46774,1.647815001,0.482691458,0.69476,0.69476,,,,,
13:22,42.675,42.12424,1.290591681,0.303336578,0.55076,0.55076,,,,,
13:24,42.975,42.33524,1.488679465,0.409292858,0.63976,0.63976,,,,,
13:26,42.8875,42.29938,1.371308656,0.345885134,0.58812,0.58812,,,,,
13:28,42.85,42.30232,1.278133022,0.299953382,0.54768,0.54768,,,,,
13:30,43.025,42.54813,1.108355607,0.227404997,0.47687,0.47687,,,,,
13:32,42.8875,42.40145,1.133313903,0.236244603,0.48605,0.48605,,,,,
13:34,43,42.59803,0.934813953,0.161579881,0.40197,0.40197,,,,,
13:36,42.65,42.14277,1.189284877,0.257282273,0.50723,0.50723,,,,,
13:38,43.1125,42.554,1.295447956,0.31192225,0.5585,0.5585,,,,,
13:40,43.025,42.5172,1.180244044,0.25786084,0.5078,0.5078,,,,,
13:42,43.3125,42.85471,1.056946609,0.209571684,0.45779,0.45779,,,,,
13:44,43.025,42.44904,1.338663568,0.331729922,0.57596,0.57596,,,,,
13:46,43,42.39454,1.408046512,0.366581812,0.60546,0.60546,,,,,
13:48,43.4,42.8561,1.253225806,0.29582721,0.5439,0.5439,,,,,
13:50,43.2625,42.74442,1.197526726,0.268406886,0.51808,0.51808,,,,,
13:52,42.65,42.10982,1.266541618,0.291794432,0.54018,0.54018,,,,,
13:54,43.025,42.51975,1.174317257,0.255277562,0.50525,0.50525,,,,,
13:56,42.075,41.50721,1.349471182,0.322385484,0.56779,0.56779,,,,,
13:58,42.0125,41.42639,1.395084796,0.343524932,0.58611,0.58611,,,,,
14:00,42.0125,41.49393,1.234323118,0.268914845,0.51857,0.51857,,,,,
14:02,41.95,41.54704,0.96057211,0.162376762,0.40296,0.40296,,,,,
14:04,41.95,41.48287,1.113539928,0.218210437,0.46713,0.46713,,,,,
14:06,42.275,41.91833,0.843690124,0.127213489,0.35667,0.35667,,,,,
14:08,41.875,41.38894,1.160740299,0.236254324,0.48606,0.48606,,,,,
14:10,41.9875,41.65102,0.801381364,0.11321879,0.33648,0.33648,,,,,
14:12,42.45,42.09799,0.829234393,0.12391104,0.35201,0.35201,,,,,
14:14,42.5375,42.16841,0.867681458,0.136227428,0.36909,0.36909,,,,,
14:16,41.725,41.29844,1.022312762,0.181953434,0.42656,0.42656,,,,,
14:18,42.3,42.07731,0.526453901,0.049590836,0.22269,0.22269,,,,,
14:20,41.95,41.6209,0.784505364,0.10830681,0.3291,0.3291,,,,,
14:22,42.425,42.18263,0.571290513,0.058743217,0.24237,0.24237,,,,,
14:24,42.2125,41.7687,1.05134735,0.19695844,0.4438,0.4438,,,,,
14:26,42.3625,41.99365,0.870699321,0.136050322,0.36885,0.36885,,,,,
14:28,42.075,41.58761,1.158383838,0.237549012,0.48739,0.48739,,,,,
14:30,42.5,42.24356,0.603388235,0.065761474,0.25644,0.25644,,,,,
14:32,41.925,41.56841,0.850542636,0.127156428,0.35659,0.35659,,,,,
14:34,42.3625,41.9608,0.94824432,0.16136289,0.4017,0.4017,,,,,
14:36,42.45,42.06656,0.903274441,0.147026234,0.38344,0.38344,,,,,
14:38,42.1,41.67782,1.00280285,0.178235952,0.42218,0.42218,,,,,
14:40,42.25,41.86921,0.901278107,0.145001024,0.38079,0.38079,,,,,
14:42,42.0125,41.67521,0.80283249,0.113764544,0.33729,0.33729,,,,,
14:44,41.95,41.52266,1.018688915,0.182619476,0.42734,0.42734,,,,,
14:46,42.1,41.71528,0.913824228,0.148009478,0.38472,0.38472,,,,,
14:48,42.425,42.014,0.968768415,0.168921,0.411,0.411,,,,,
14:50,41.95,41.5912,0.855303933,0.12873744,0.3588,0.3588,,,,,
14:52,42.25,41.83749,0.97635503,0.1701645,0.41251,0.41251,,,,,
14:54,42.3875,42.05196,0.791601298,0.112587092,0.33554,0.33554,,,,,
14:56,42.5,42.17703,0.759929412,0.104309621,0.32297,0.32297,,,,,
14:58,42.3,41.91185,0.917612293,0.150660422,0.38815,0.38815,,,,,
15:00,42.125,41.76888,0.845388724,0.126821454,0.35612,0.35612,,,,,
15:02,42.5625,42.19555,0.862143906,0.134652303,0.36695,0.36695,,,,,
15:04,43.1125,42.71105,0.931168455,0.161162102,0.40145,0.40145,,,,,
15:06,42.7375,42.26618,1.102825388,0.222142542,0.47132,0.47132,,,,,
15:08,42.5625,41.95136,1.435864905,0.3734921,0.61114,0.61114,,,,,
15:10,42.425,41.90653,1.222086034,0.268811141,0.51847,0.51847,,,,,
15:12,42.0125,41.67303,0.808021422,0.115239881,0.33947,0.33947,,,,,
15:14,41.95,41.59188,0.853682956,0.128249934,0.35812,0.35812,,,,,
15:16,42.3625,41.96376,0.941257008,0.158993588,0.39874,0.39874,,,,,
15:18,42.65,42.30065,0.819109027,0.122045423,0.34935,0.34935,,,,,
15:20,42.125,41.77042,0.841732938,0.125726976,0.35458,0.35458,,,,,
15:22,42.425,42.01655,0.962757808,0.166831402,0.40845,0.40845,,,,,
15:24,42.125,41.80545,0.758575668,0.102112203,0.31955,0.31955,,,,,
15:26,42.65,42.23512,0.972754982,0.172125414,0.41488,0.41488,,,,,
15:28,41.7875,41.32637,1.103511816,0.212640877,0.46113,0.46113,,,,,
15:30,42.675,42.2208,1.064323374,0.20629764,0.4542,0.4542,,,,,
15:32,42.5625,42.12796,1.020945668,0.188825012,0.43454,0.43454,,,,,
15:34,42.3625,41.9981,0.860194748,0.13278736,0.3644,0.3644,,,,,
15:36,41.6375,41.13542,1.205836085,0.252084326,0.50208,0.50208,,,,,
15:38,41.2875,40.88255,0.980805328,0.163984503,0.40495,0.40495,,,,,
15:40,41.7875,41.43097,0.853197727,0.127113641,0.35653,0.35653,,,,,
15:42,41.375,41.06132,0.758138973,0.098395142,0.31368,0.31368,,,,,
15:44,41.525,41.21985,0.734858519,0.093116522,0.30515,0.30515,,,,,
15:46,41.525,41.39382,0.315906081,0.017208192,0.13118,0.13118,,,,,
15:48,41.8375,41.61565,0.53026591,0.049217422,0.22185,0.22185,,,,,
15:50,41.6375,41.45249,0.444335035,0.0342287,0.18501,0.18501,,,,,
15:52,41.6625,41.40478,0.618589859,0.066419598,0.25772,0.25772,,,,,
15:54,41.525,41.22407,0.724695966,0.090558865,0.30093,0.30093,,,,,
15:56,41.725,41.45627,0.64405033,0.072215813,0.26873,0.26873,,,,,
15:58,41.35,41.04769,0.731100363,0.091391336,0.30231,0.30231,,,,,
16:00,41.95,41.7089,0.574731824,0.05812921,0.2411,0.2411,,,,,
16:02,41.525,41.39637,0.309765202,0.016545677,0.12863,0.12863,,,,,
16:04,41.2375,41.09255,0.351500455,0.021010502,0.14495,0.14495,,,,,
16:06,41.4875,41.23117,0.61784875,0.065705069,0.25633,0.25633,,,,,
16:08,41.7875,41.51115,0.661322166,0.076369323,0.27635,0.27635,,,,,
16:10,41.575,41.37125,0.490078172,0.041514062,0.20375,0.20375,,,,,
16:12,40.975,40.67534,0.731323978,0.089796116,0.29966,0.29966,,,,,
16:14,41.0875,40.90505,0.444052327,0.033288002,0.18245,0.18245,,,,,
16:16,41.2,41.03289,0.405606796,0.027925752,0.16711,0.16711,,,,,
16:18,41.15,41.05992,0.21890644,0.008114406,0.09008,0.09008,,,,,
16:20,40.9375,40.6496,0.703267176,0.08288641,0.2879,0.2879,,,,,
16:22,40.8625,40.72383,0.339357602,0.019229369,0.13867,0.13867,,,,,
16:24,40.9375,40.85518,0.201087023,0.006776582,0.08232,0.08232,,,,,
16:26,40.475,40.30485,0.420382952,0.028951022,0.17015,0.17015,,,,,
16:28,40.275,40.10759,0.415667287,0.028026108,0.16741,0.16741,,,,,
16:30,39.6375,39.51579,0.307057711,0.014813324,0.12171,0.12171,,,,,
16:32,39.7,39.63898,0.153702771,0.00372344,0.06102,0.06102,,,,,
16:34,40.05,40.17118,0.302571785,0.014684592,-0.12118,0.12118,,,,,
16:36,38.8875,38.70197,0.477094182,0.034421381,0.18553,0.18553,,,,,
16:38,38.5375,38.38175,0.4041518,0.024258063,0.15575,0.15575,,,,,
16:40,38.25,38.28196,0.083555556,0.001021442,-0.03196,0.03196,,,,,
16:42,38.1625,38.35276,0.498552244,0.036198868,-0.19026,0.19026,,,,,
16:44,37.9375,38.10134,0.431868204,0.026843546,-0.16384,0.16384,,,,,
16:46,37.65,37.8008,0.400531208,0.02274064,-0.1508,0.1508,,,,,
16:48,37.2125,37.40754,0.524124958,0.038040602,-0.19504,0.19504,,,,,
16:50,37.475,37.8735,1.063375584,0.15880225,-0.3985,0.3985,,,,,
16:52,37.325,37.5807,0.68506363,0.06538249,-0.2557,0.2557,,,,,
16:54,37.325,37.86327,1.442116544,0.289734593,-0.53827,0.53827,,,,,
16:56,37.875,38.28678,1.087207921,0.169562768,-0.41178,0.41178,,,,,
16:58,37.9,38.44923,1.449155673,0.301653593,-0.54923,0.54923,,,,,
17:00,38.05,38.6416,1.554796321,0.34999056,-0.5916,0.5916,,,,,
17:02,38.3625,38.89965,1.400195503,0.288530123,-0.53715,0.53715,,,,,
17:04,38.025,38.33329,0.810756082,0.095042724,-0.30829,0.30829,,,,,
17:06,38.225,38.6757,1.179071288,0.20313049,-0.4507,0.4507,,,,,
17:08,38.45,38.82422,0.973263979,0.140040608,-0.37422,0.37422,,,,,
17:10,38.45,38.9655,1.340702211,0.26574025,-0.5155,0.5155,,,,,
17:12,38.5125,38.87369,0.937851347,0.130458216,-0.36119,0.36119,,,,,
17:14,38.4875,38.85154,0.945865541,0.132525122,-0.36404,0.36404,,,,,
17:16,38.4,38.74343,0.894348958,0.117944165,-0.34343,0.34343,,,,,
17:18,37.9625,38.34662,1.011840632,0.147548174,-0.38412,0.38412,,,,,
17:20,38.45,38.89413,1.155084525,0.197251457,-0.44413,0.44413,,,,,
17:22,38.45,38.75145,0.784005202,0.090872102,-0.30145,0.30145,,,,,
17:24,38.9125,39.3469,1.116350787,0.18870336,-0.4344,0.4344,,,,,
17:26,38.775,39.12361,0.899058672,0.121528932,-0.34861,0.34861,,,,,
17:28,38.6875,38.98053,0.75742811,0.085866581,-0.29303,0.29303,,,,,
17:30,38.075,38.47351,1.04664478,0.15881022,-0.39851,0.39851,,,,,
17:32,38.025,38.36339,0.88991453,0.114507792,-0.33839,0.33839,,,,,
17:34,38.25,38.6238,0.977254902,0.13972644,-0.3738,0.3738,,,,,
17:36,37.875,38.27902,1.066719472,0.16323216,-0.40402,0.40402,,,,,
17:38,38.45,38.82856,0.984551365,0.143307674,-0.37856,0.37856,,,,,
17:40,38.2,38.62211,1.105,0.178176852,-0.42211,0.42211,,,,,
17:42,38.6,39.05961,1.190699482,0.211241352,-0.45961,0.45961,,,,,
17:44,38.95,39.52688,1.481078306,0.332790534,-0.57688,0.57688,,,,,
17:46,38.6,38.84175,0.626295337,0.058443062,-0.24175,0.24175,,,,,
17:48,38.5125,38.87593,0.94366764,0.132081365,-0.36343,0.36343,,,,,
17:50,37.525,37.77676,0.670912725,0.063383098,-0.25176,0.25176,,,,,
17:52,37.2375,37.64909,1.105310507,0.169406328,-0.41159,0.41159,,,,,
17:54,37.0625,37.50803,1.202104553,0.198496981,-0.44553,0.44553,,,,,
17:56,37.5,37.94905,1.197466667,0.201645903,-0.44905,0.44905,,,,,
17:58,37.0625,37.62321,1.512876897,0.314395704,-0.56071,0.56071,,,,,
18:00,37.2375,37.77431,1.441584424,0.288164976,-0.53681,0.53681,,,,,
18:02,37.3875,37.93613,1.46741558,0.300994877,-0.54863,0.54863,,,,,
18:04,37.2375,37.81156,1.541617993,0.329544884,-0.57406,0.57406,,,,,
18:06,37.7375,38.22795,1.299635641,0.240541203,-0.49045,0.49045,,,,,
18:08,37.4375,38.01456,1.541395659,0.332998244,-0.57706,0.57706,,,,,
18:10,37.0625,37.5963,1.440269815,0.28494244,-0.5338,0.5338,,,,,
18:12,37.0125,37.59275,1.56771361,0.336690062,-0.58025,0.58025,,,,,
18:14,37.0375,37.61576,1.561282484,0.334384628,-0.57826,0.57826,,,,,
18:16,36.95,37.54507,1.610473613,0.354108305,-0.59507,0.59507,,,,,
18:18,36.925,37.56313,1.728178741,0.407209897,-0.63813,0.63813,,,,,
18:20,36.6375,37.21942,1.58831798,0.338630886,-0.58192,0.58192,,,,,
18:22,36.6375,37.4356,2.178369157,0.63696361,-0.7981,0.7981,,,,,
18:24,37.1875,37.82361,1.710547899,0.404635932,-0.63611,0.63611,,,,,
18:26,37.3,38.02321,1.938900804,0.523032704,-0.72321,0.72321,,,,,
18:28,36.8,37.39288,1.611086957,0.351506694,-0.59288,0.59288,,,,,
18:30,37.1,37.82116,1.943827493,0.520071746,-0.72116,0.72116,,,,,
18:32,36.6625,37.42021,2.066716672,0.574124444,-0.75771,0.75771,,,,,
18:34,37.2375,37.82983,1.590681437,0.350854829,-0.59233,0.59233,,,,,
18:36,37.0375,37.73486,1.882848464,0.48631097,-0.69736,0.69736,,,,,
18:38,37.2125,37.80889,1.602660396,0.355681032,-0.59639,0.59639,,,,,
18:40,37.0625,37.72034,1.774947723,0.432753466,-0.65784,0.65784,,,,,
18:42,36.8875,37.50512,1.674334124,0.381454464,-0.61762,0.61762,,,,,
18:44,37.2375,37.86827,1.693910708,0.397870793,-0.63077,0.63077,,,,,
18:46,37.15,37.86555,1.926110363,0.512011803,-0.71555,0.71555,,,,,
18:48,37.15,37.83091,1.832866756,0.463638428,-0.68091,0.68091,,,,,
18:50,37.1,37.78861,1.856091644,0.474183732,-0.68861,0.68861,,,,,
18:52,36.95,37.55731,1.643599459,0.368825436,-0.60731,0.60731,,,,,
18:54,36.8625,37.55739,1.88508647,0.482872112,-0.69489,0.69489,,,,,
18:56,37.325,37.98033,1.755740121,0.429457409,-0.65533,0.65533,,,,,
18:58,37.325,37.97932,1.753034159,0.428134662,-0.65432,0.65432,,,,,
19:00,37.0625,37.68853,1.68911973,0.391913561,-0.62603,0.62603,,,,,
19:02,37.0375,37.70457,1.801066487,0.444982385,-0.66707,0.66707,,,,,
19:04,37.1875,37.82963,1.726736134,0.412330937,-0.64213,0.64213,,,,,
19:06,37.1875,37.8661,1.824806723,0.46049796,-0.6786,0.6786,,,,,
19:08,37.1,37.75745,1.772102426,0.432240502,-0.65745,0.65745,,,,,
19:10,36.8875,37.54481,1.781931549,0.432056436,-0.65731,0.65731,,,,,
19:12,37.2375,37.87382,1.708815039,0.404903142,-0.63632,0.63632,,,,,
19:14,37.2125,37.85291,1.720953981,0.410124968,-0.64041,0.64041,,,,,
19:16,37.2375,37.76766,1.423726083,0.281069626,-0.53016,0.53016,,,,,
19:18,37.0125,37.79345,2.10996285,0.609882902,-0.78095,0.78095,,,,,
19:20,37.7375,38.28851,1.46011262,0.30361202,-0.55101,0.55101,,,,,
19:22,37.2375,37.90794,1.800443102,0.449489794,-0.67044,0.67044,,,,,
19:24,37.2375,37.90832,1.801463578,0.449999472,-0.67082,0.67082,,,,,
19:26,37.1875,37.83066,1.729505882,0.413654786,-0.64316,0.64316,,,,,
19:28,37.4375,38.03953,1.608093489,0.362440121,-0.60203,0.60203,,,,,
19:30,37.0375,37.67032,1.708592643,0.400461152,-0.63282,0.63282,,,,,
19:32,37.0125,37.651,1.725092874,0.40768225,-0.6385,0.6385,,,,,
19:34,37.0625,37.76583,1.897686341,0.494673089,-0.70333,0.70333,,,,,
19:36,37.1875,37.76355,1.549042017,0.331833603,-0.57605,0.57605,,,,,
19:38,36.95,37.63832,1.862841678,0.473784422,-0.68832,0.68832,,,,,
19:40,37.1,37.80058,1.888355795,0.490812336,-0.70058,0.70058,,,,,
19:42,37.0625,37.62661,1.52205059,0.318220092,-0.56411,0.56411,,,,,
19:44,36.8625,37.56816,1.914303154,0.497956036,-0.70566,0.70566,,,,,
19:46,36.8625,37.63938,2.10750763,0.603542534,-0.77688,0.77688,,,,,
19:48,37.0375,37.71566,1.831009112,0.459900986,-0.67816,0.67816,,,,,
19:50,37.3,37.93409,1.69997319,0.402070128,-0.63409,0.63409,,,,,
19:52,37.1,37.80285,1.894474394,0.493998122,-0.70285,0.70285,,,,,
19:54,37.325,37.98963,1.780656397,0.441733037,-0.66463,0.66463,,,,,
19:56,37.0375,37.64218,1.632615592,0.365637902,-0.60468,0.60468,,,,,
19:58,36.8875,37.48432,1.617946459,0.356194112,-0.59682,0.59682,,,,,
20:00,37.7375,38.33355,1.579463398,0.355275603,-0.59605,0.59605,,,,,
20:02,37.9,38.53725,1.681398417,0.406087563,-0.63725,0.63725,,,,,
20:04,37.475,38.11047,1.695717145,0.403822121,-0.63547,0.63547,,,,,
20:06,37.2375,37.84176,1.622719033,0.365130148,-0.60426,0.60426,,,,,
20:08,37.35,38.00736,1.76,0.43212217,-0.65736,0.65736,,,,,
20:10,37.2375,37.84214,1.62373951,0.36558953,-0.60464,0.60464,,,,,
20:12,37.1,37.76559,1.794043127,0.443010048,-0.66559,0.66559,,,,,
20:14,38.075,38.93786,2.266211425,0.74452738,-0.86286,0.86286,,,,,
20:16,38.625,39.53076,2.345009709,0.820401178,-0.90576,0.90576,,,,,
20:18,39.2125,39.86097,1.653732866,0.420513341,-0.64847,0.64847,,,,,
20:20,38.8875,39.2981,1.055866281,0.16859236,-0.4106,0.4106,,,,,
20:22,38.95,39.27396,0.831732991,0.104950082,-0.32396,0.32396,,,,,
20:24,38.6,39.01858,1.084404145,0.175209216,-0.41858,0.41858,,,,,
20:26,38.225,38.60149,0.984931328,0.14174472,-0.37649,0.37649,,,,,
20:28,38.6875,39.02094,0.861880452,0.111182234,-0.33344,0.33344,,,,,
20:30,38.3125,38.67643,0.949898858,0.132445045,-0.36393,0.36393,,,,,
20:32,38.4875,39.00099,1.334173433,0.26367198,-0.51349,0.51349,,,,,
20:34,38.3625,38.79108,1.117184751,0.183680816,-0.42858,0.42858,,,,,
20:36,38.1625,38.51972,0.936049787,0.127606128,-0.35722,0.35722,,,,,
20:38,38.4875,39.1472,1.714063007,0.43520409,-0.6597,0.6597,,,,,
20:40,40.1,40.94635,2.110598504,0.716308323,-0.84635,0.84635,,,,,
20:42,41.2,41.8395,1.552184466,0.40896025,-0.6395,0.6395,,,,,
20:44,41.0625,41.2822,0.535038052,0.04826809,-0.2197,0.2197,,,,,
20:46,40.775,40.93229,0.385751073,0.024740144,-0.15729,0.15729,,,,,
20:48,40.5375,40.62781,0.222781375,0.008155896,-0.09031,0.09031,,,,,
20:50,40.05,39.98196,0.16988764,0.004629442,0.06804,0.06804,,,,,
20:52,39.4625,39.4969,0.087171365,0.00118336,-0.0344,0.0344,,,,,
20:54,39.5,39.6007,0.254936709,0.01014049,-0.1007,0.1007,,,,,
20:56,39.55,39.75012,0.505992415,0.040048014,-0.20012,0.20012,,,,,
20:58,39.675,39.89159,0.545910523,0.046911228,-0.21659,0.21659,,,,,
21:00,39.7625,40.03552,0.686626847,0.07453992,-0.27302,0.27302,,,,,
21:02,40.1,40.2802,0.449376559,0.03247204,-0.1802,0.1802,,,,,
21:04,39.675,39.92717,0.635589162,0.063589709,-0.25217,0.25217,,,,,
21:06,39.85,39.76062,0.224291092,0.007988784,0.08938,0.08938,,,,,
21:08,39.7625,39.75683,0.014259667,3.21E-05,0.00567,0.00567,,,,,
21:10,40.05,40.27459,0.560774032,0.050440668,-0.22459,0.22459,,,,,
21:12,40.6875,40.69004,0.006242704,6.45E-06,-0.00254,0.00254,,,,,
21:14,42.1625,42.68347,1.235624074,0.271409741,-0.52097,0.52097,,,,,
21:16,42.7375,42.96181,0.524855221,0.050314976,-0.22431,0.22431,,,,,
21:18,43.175,43.13004,0.104134337,0.002021402,0.04496,0.04496,,,,,
21:20,43.225,43.12948,0.220983227,0.00912407,0.09552,0.09552,,,,,
21:22,43.0875,42.69631,0.907896722,0.153029616,0.39119,0.39119,,,,,
21:24,42.5625,42.12718,1.022778267,0.189503502,0.43532,0.43532,,,,,
21:26,42.65,42.23173,0.9807034,0.174949793,0.41827,0.41827,,,,,
21:28,42.3625,42.13674,0.532924166,0.050967578,0.22576,0.22576,,,,,
21:30,41.9875,41.72898,0.615707056,0.06683259,0.25852,0.25852,,,,,
21:32,41.7,41.49594,0.489352518,0.041640484,0.20406,0.20406,,,,,
21:34,41.6375,41.38015,0.618072651,0.066229023,0.25735,0.25735,,,,,
21:36,41.2375,41.05419,0.444522583,0.033602556,0.18331,0.18331,,,,,
21:38,40.8,40.73042,0.170539216,0.004841376,0.06958,0.06958,,,,,
21:40,41.35,41.29191,0.140483676,0.003374448,0.05809,0.05809,,,,,
21:42,41.2375,41.09896,0.33595635,0.019193332,0.13854,0.13854,,,,,
21:44,41.2625,41.05275,0.508330809,0.043995062,0.20975,0.20975,,,,,
21:46,41.4875,41.41074,0.185019584,0.005892098,0.07676,0.07676,,,,,
21:48,41.2875,41.21151,0.184050863,0.00577448,0.07599,0.07599,,,,,
21:50,41.2875,41.17771,0.265915834,0.012053844,0.10979,0.10979,,,,,
21:52,40.825,40.69429,0.320171464,0.017085104,0.13071,0.13071,,,,,
21:54,41.0625,40.75608,0.746228311,0.093893216,0.30642,0.30642,,,,,
21:56,41.1125,41.07066,0.101769535,0.001750586,0.04184,0.04184,,,,,
21:58,40.8625,40.76239,0.244992352,0.010022012,0.10011,0.10011,,,,,
22:00,40.25,40.39197,0.352720497,0.020155481,-0.14197,0.14197,,,,,
22:02,41.375,41.36234,0.030598187,0.000160276,0.01266,0.01266,,,,,
22:04,41.4125,41.35618,0.135997585,0.003171942,0.05632,0.05632,,,,,
22:06,41.2875,41.35689,0.168065395,0.004814972,-0.06939,0.06939,,,,,
22:08,41.7,41.62837,0.17177458,0.005130857,0.07163,0.07163,,,,,
22:10,41.35,41.06411,0.691390568,0.081733092,0.28589,0.28589,,,,,
22:12,40.9125,40.76946,0.349624198,0.020460442,0.14304,0.14304,,,,,
22:14,41.1125,41.03859,0.179775008,0.005462688,0.07391,0.07391,,,,,
22:16,40.975,40.89295,0.200244051,0.006732203,0.08205,0.08205,,,,,
22:18,41.4375,41.34144,0.231819005,0.009227524,0.09606,0.09606,,,,,
22:20,40.625,40.60438,0.050756923,0.000425184,0.02062,0.02062,,,,,
22:22,41.4125,41.32323,0.215562934,0.007969133,0.08927,0.08927,,,,,
22:24,41.35,41.37539,0.06140266,0.000644652,-0.02539,0.02539,,,,,
22:26,41.375,41.1553,0.530996979,0.04826809,0.2197,0.2197,,,,,
22:28,41.525,41.38095,0.346899458,0.020750403,0.14405,0.14405,,,,,
22:30,41.2875,41.08236,0.496857402,0.04208242,0.20514,0.20514,,,,,
22:32,41.35,41.2358,0.27617896,0.01304164,0.1142,0.1142,,,,,
22:34,41.2875,41.21881,0.166369967,0.004718316,0.06869,0.06869,,,,,
22:36,41.925,41.88048,0.106189624,0.00198203,0.04452,0.04452,,,,,
