time,Actual,Stope,Station,0.212227045
19:48,2.962767355,1.826987772,0.907643613,2.872796299
19:50,2.950712416,1.818359413,0.907059596,2.482172885
19:52,2.955552606,1.825457889,0.910525559,2.473743719
19:54,2.962938394,1.831135759,0.911369404,2.458498791
19:56,2.995713525,1.855429483,0.918239352,2.441611291
19:58,2.98265012,1.845492072,0.916670849,2.428136291
20:00,3.021618205,1.871541064,0.921202345,2.415477958
20:02,3.014174664,1.866593987,2.893799939,2.572868719
20:04,2.995178194,3.085696822,2.919551518,2.574899454
20:06,2.974255866,3.045555603,2.909894974,2.574899454
20:08,2.984318308,3.057785561,2.933720488,2.55814589
20:10,2.982057035,3.056451467,2.926416698,2.541392326
20:12,3.140703769,3.217961135,3.144350425,2.55814589
20:14,3.629991702,3.719669453,3.68671399,2.606448373
20:16,3.722615041,3.81464742,3.770249889,2.673535154
20:18,3.85169863,3.947018734,3.916330442,2.747004245
20:20,3.984065286,4.082748051,4.061922328,3.261142831
20:22,4.010072146,4.10947775,4.091561792,3.326198878
20:24,4.020076835,4.119797631,4.114355145,3.359778531
20:26,3.943668911,4.04146625,4.03039494,3.372398099
20:28,3.852220634,3.94789523,3.951369084,3.376604621
20:30,3.789033826,3.88317571,3.891301138,3.372398099
20:32,3.816457869,3.911316908,3.930687728,3.368191576
20:34,3.707277036,3.799453313,3.79904074,3.359778531
20:36,3.726371242,3.81904811,3.845783561,3.355572009
20:38,3.728357075,3.821106167,3.847621427,3.359778531
20:40,3.801628539,3.896220696,3.935583936,3.368191576
20:42,3.81239513,3.81239513,3.81239513,3.380811144
20:44,3.856334462,3.856334462,3.856334462,3.389151663
20:46,3.917182252,3.917182252,3.917182252,3.399667969
20:48,3.953802434,3.953802434,3.953802434,3.408081014
20:50,3.948724566,3.948724566,3.948724566,3.408081014
20:52,3.873234034,3.873234034,3.873234034,3.399667969
20:54,3.844506094,3.844506094,3.844506094,3.393358185
20:56,3.856663213,3.856663213,3.856663213,3.389151663
20:58,3.872336633,3.872336633,3.872336633,3.389151663
21:00,3.871305955,3.871305955,3.871305955,3.389151663
21:02,3.783096318,3.783096318,3.783096318,3.389151663
21:04,3.735243073,3.735243073,3.735243073,3.393358185
21:06,3.692270002,3.692270002,3.692270002,3.393358185
21:08,3.579315198,3.579315198,3.579315198,3.389151663
21:10,3.573113357,3.573113357,3.573113357,3.391254924
21:12,3.636255739,3.636255739,3.636255739,3.40177123
21:14,3.670101531,3.670101531,3.670101531,3.420628055
21:16,3.654303718,3.654303718,3.654303718,3.441660668
21:18,3.688496031,3.688496031,3.688496031,3.45631097
21:20,3.679422062,3.679422062,3.679422062,3.47313706
21:22,3.65761344,3.65761344,3.65761344,3.481477579
21:24,3.620991036,3.620991036,3.620991036,3.485684101
21:26,3.605837397,3.605837397,3.605837397,3.491993885
21:28,3.606745905,3.606745905,3.606745905,3.494097146
21:30,3.579746128,3.579746128,3.579746128,3.494097146
21:32,3.559110347,3.559110347,3.559110347,3.487787363
21:34,3.556518101,3.556518101,3.556518101,3.481477579
21:36,3.558452845,3.558452845,3.558452845,3.485684101
21:38,3.5655743,3.5655743,3.5655743,3.485684101
21:40,3.60337843,3.60337843,3.60337843,3.494097146
21:42,3.596890042,3.596890042,3.596890042,3.498303669
21:44,3.574717128,3.574717128,3.574717128,3.504613453
21:46,3.583724458,3.583724458,3.583724458,3.506716714
21:48,3.573137791,3.573137791,3.573137791,3.506716714
21:50,3.592818418,3.592818418,3.592818418,3.504613453
21:52,3.572640222,3.572640222,3.572640222,3.502510191
21:54,3.556993457,3.556993457,3.556993457,3.496200408
21:56,3.557742032,3.557742032,3.557742032,3.491993885
21:58,3.560516423,3.560516423,3.560516423,3.48358084
22:00,3.544500924,3.544500924,3.544500924,3.481477579
22:02,3.24521323,3.24521323,3.24521323,3.475240321
22:04,3.275207305,3.275207305,3.275207305,3.466827276
22:06,3.306618564,3.306618564,3.306618564,3.45631097
22:08,3.323218262,3.323218262,3.323218262,3.452104448
22:10,3.333098559,3.333098559,3.333098559,3.450001186
22:12,3.399997141,3.399997141,3.399997141,3.45631097
22:14,3.383093127,3.383093127,3.383093127,3.475240321
22:16,3.360362669,3.360362669,3.360362669,3.485684101
22:18,3.388188765,3.388188765,3.388188765,3.494097146
22:20,3.385934156,3.385934156,3.385934156,3.498303669
22:22,3.321134692,3.321134692,3.321134692,3.496200408
22:24,3.3340315,3.3340315,3.3340315,3.494097146
22:26,3.296420622,3.296420622,3.296420622,3.494097146
22:28,3.314735156,3.314735156,3.314735156,3.496200408
