2008 27.5 9.35
2009 31.3 6.04
2010 24.8 3.37
2011 25.8 6.41
2012 16.0 5.71
2013 8.0 5.3
2014 8.0 5.32
2015 8.0 5.18
2016 8.0 7.07
2017 8.0 6.2

